order_id,overdue_days,label,chinese_zodiac,zodiac
257,0,0,兔,射手座
258,0,0,兔,双鱼座
259,0,0,狗,巨蟹座
260,0,0,猴,白羊座
261,0,0,龙,天蝎座
262,1,0,羊,天蝎座
263,0,0,牛,水瓶座
264,0,0,马,天蝎座
265,16,1,猪,金牛座
266,0,0,鸡,双子座
267,0,0,牛,水瓶座
268,0,0,羊,射手座
269,1,0,猴,巨蟹座
270,16,1,牛,天蝎座
271,16,1,兔,双子座
272,0,0,羊,处女座
273,1,0,狗,双子座
274,0,0,猪,巨蟹座
275,16,1,兔,水瓶座
276,0,0,牛,金牛座
277,16,1,羊,巨蟹座
278,1,0,鸡,狮子座
279,0,0,猪,金牛座
280,0,0,狗,白羊座
281,0,0,兔,金牛座
282,0,0,鼠,水瓶座
283,0,0,兔,天蝎座
284,0,0,狗,巨蟹座
285,1,0,鼠,天秤座
286,2,0,鸡,双子座
287,0,0,狗,天秤座
288,16,1,虎,处女座
289,0,0,羊,白羊座
290,16,1,猴,巨蟹座
291,16,1,虎,巨蟹座
292,0,0,鼠,摩羯座
293,16,1,虎,水瓶座
294,16,1,蛇,天蝎座
295,0,0,兔,摩羯座
296,16,1,马,白羊座
297,0,0,虎,射手座
298,1,0,狗,处女座
299,0,0,猪,摩羯座
300,16,1,马,处女座
301,0,0,猪,双子座
302,2,0,虎,巨蟹座
303,16,1,兔,白羊座
304,0,0,狗,双鱼座
305,0,0,鼠,天蝎座
306,0,0,猴,白羊座
307,0,0,猴,白羊座
308,16,1,龙,射手座
309,0,0,鸡,射手座
310,0,0,牛,天秤座
311,0,0,鼠,摩羯座
312,0,0,羊,摩羯座
313,0,0,龙,处女座
314,16,1,鸡,白羊座
315,0,0,猪,摩羯座
316,0,0,蛇,天蝎座
317,16,1,鼠,白羊座
318,0,0,鸡,水瓶座
319,0,0,马,水瓶座
320,0,0,牛,天秤座
321,0,0,马,双鱼座
322,16,1,兔,摩羯座
323,0,0,鸡,巨蟹座
324,0,0,鸡,巨蟹座
325,0,0,鸡,水瓶座
326,1,0,牛,天秤座
327,16,1,鼠,金牛座
328,16,1,兔,双子座
329,1,0,虎,双鱼座
330,16,1,蛇,水瓶座
331,0,0,鸡,射手座
332,0,0,鸡,双子座
333,0,0,猴,金牛座
334,0,0,鼠,巨蟹座
335,0,0,猴,天秤座
336,0,0,鼠,巨蟹座
337,0,0,鼠,摩羯座
338,0,0,兔,天蝎座
339,0,0,鸡,双子座
340,0,0,龙,摩羯座
341,0,0,马,摩羯座
342,0,0,兔,双鱼座
343,16,1,蛇,射手座
344,0,0,兔,天蝎座
345,0,0,狗,巨蟹座
346,16,1,牛,天秤座
347,0,0,虎,天秤座
348,0,0,蛇,射手座
349,0,0,蛇,双鱼座
350,1,0,牛,射手座
351,1,0,狗,射手座
352,1,0,鸡,摩羯座
353,0,0,羊,巨蟹座
354,0,0,兔,白羊座
355,0,0,龙,摩羯座
356,0,0,蛇,双子座
357,0,0,蛇,天蝎座
358,16,1,蛇,射手座
359,16,1,猪,金牛座
360,16,1,马,处女座
361,0,0,蛇,射手座
362,0,0,虎,摩羯座
363,0,0,羊,双子座
364,16,1,虎,天秤座
365,0,0,鼠,巨蟹座
366,0,0,虎,双子座
367,1,0,鼠,天秤座
368,0,0,蛇,射手座
369,0,0,兔,双子座
370,16,1,牛,天秤座
371,16,1,鸡,天蝎座
372,0,0,蛇,处女座
373,0,0,猴,天秤座
374,0,0,猴,双子座
375,0,0,虎,天蝎座
376,0,0,猴,金牛座
377,0,0,鸡,水瓶座
378,1,0,牛,金牛座
379,0,0,狗,双子座
380,0,0,猴,双子座
381,1,0,马,双鱼座
382,0,0,鼠,水瓶座
383,16,1,兔,射手座
384,16,1,蛇,水瓶座
385,16,1,龙,狮子座
386,1,0,猴,狮子座
387,0,0,兔,狮子座
388,0,0,猪,处女座
389,0,0,羊,处女座
390,0,0,鸡,摩羯座
391,0,0,虎,双鱼座
392,16,1,猴,天蝎座
393,16,1,猴,白羊座
394,0,0,鼠,射手座
395,16,1,马,双子座
396,0,0,鼠,双子座
397,0,0,马,白羊座
398,0,0,兔,处女座
399,0,0,羊,摩羯座
400,0,0,蛇,天蝎座
401,0,0,羊,天秤座
402,0,0,猴,天蝎座
403,0,0,蛇,狮子座
404,0,0,狗,双子座
405,0,0,鼠,双子座
406,1,0,马,狮子座
407,0,0,狗,处女座
408,0,0,马,狮子座
409,0,0,狗,天秤座
410,0,0,鸡,双子座
411,0,0,猴,白羊座
412,0,0,虎,射手座
413,0,0,牛,天蝎座
414,0,0,鼠,天秤座
415,0,0,鼠,处女座
416,16,1,狗,射手座
417,0,0,虎,射手座
418,0,0,虎,处女座
419,0,0,兔,双子座
420,2,0,猪,水瓶座
421,0,0,马,双子座
422,0,0,马,水瓶座
423,1,0,兔,双子座
424,1,0,虎,摩羯座
425,0,0,鼠,白羊座
426,1,0,兔,天蝎座
427,0,0,鼠,摩羯座
428,0,0,兔,天秤座
429,16,1,鼠,射手座
430,0,0,牛,射手座
431,16,1,猪,天蝎座
432,0,0,虎,金牛座
433,0,0,鸡,白羊座
434,1,0,马,狮子座
435,0,0,龙,摩羯座
436,1,0,羊,金牛座
437,0,0,兔,天蝎座
438,16,1,牛,处女座
439,0,0,兔,水瓶座
440,16,1,马,巨蟹座
441,0,0,蛇,巨蟹座
442,1,0,鸡,射手座
443,0,0,兔,狮子座
444,1,0,鸡,射手座
445,16,1,猴,水瓶座
446,0,0,蛇,狮子座
447,0,0,鼠,巨蟹座
448,1,0,龙,摩羯座
449,1,0,马,双鱼座
450,0,0,猪,白羊座
451,1,0,蛇,白羊座
452,0,0,鸡,摩羯座
453,16,1,马,天蝎座
454,0,0,羊,摩羯座
455,0,0,蛇,狮子座
456,0,0,猪,天蝎座
457,0,0,兔,狮子座
458,16,1,蛇,双子座
459,16,1,马,金牛座
460,0,0,猪,双鱼座
461,1,0,兔,天蝎座
462,16,1,鼠,双子座
463,16,1,狗,摩羯座
464,0,0,蛇,水瓶座
465,0,0,牛,巨蟹座
466,0,0,鸡,天秤座
467,16,1,虎,处女座
468,0,0,鼠,处女座
469,1,0,猴,白羊座
470,0,0,马,双鱼座
471,1,0,龙,摩羯座
472,0,0,兔,双子座
473,1,0,龙,白羊座
474,0,0,鸡,处女座
475,0,0,兔,天蝎座
476,16,1,兔,金牛座
477,1,0,猪,处女座
478,0,0,狗,水瓶座
479,16,1,鸡,金牛座
480,0,0,羊,狮子座
481,16,1,马,射手座
482,0,0,猪,巨蟹座
483,16,1,马,巨蟹座
484,0,0,猴,水瓶座
485,0,0,兔,摩羯座
486,16,1,兔,金牛座
487,16,1,狗,双子座
488,0,0,牛,白羊座
489,0,0,狗,处女座
490,16,1,蛇,处女座
491,1,0,猴,双鱼座
492,1,0,羊,双子座
493,16,1,马,狮子座
494,1,0,狗,处女座
495,16,1,龙,金牛座
496,16,1,虎,射手座
497,0,0,龙,天蝎座
498,0,0,猴,巨蟹座
499,0,0,兔,处女座
500,0,0,猪,水瓶座
501,0,0,猪,巨蟹座
502,16,1,龙,摩羯座
503,0,0,羊,巨蟹座
504,1,0,马,处女座
505,0,0,虎,狮子座
506,1,0,虎,狮子座
507,16,1,龙,水瓶座
508,0,0,马,双子座
509,0,0,鼠,巨蟹座
510,0,0,猴,水瓶座
511,0,0,龙,狮子座
512,0,0,猴,处女座
513,16,1,牛,水瓶座
514,0,0,猪,双子座
515,1,0,猴,金牛座
516,0,0,鼠,双鱼座
517,0,0,兔,天秤座
518,0,0,牛,处女座
519,0,0,马,天蝎座
520,0,0,兔,摩羯座
521,0,0,猪,金牛座
522,0,0,虎,金牛座
523,0,0,虎,射手座
524,0,0,羊,金牛座
525,1,0,虎,狮子座
526,16,1,猴,射手座
527,0,0,羊,射手座
528,0,0,猴,巨蟹座
529,0,0,兔,水瓶座
530,2,0,兔,巨蟹座
531,0,0,马,巨蟹座
532,0,0,马,巨蟹座
533,0,0,猪,双子座
534,0,0,鼠,双子座
535,16,1,鸡,水瓶座
536,1,0,猪,天蝎座
537,1,0,羊,狮子座
538,0,0,虎,狮子座
539,16,1,猴,双子座
540,16,1,龙,狮子座
541,16,1,羊,双子座
542,0,0,猪,水瓶座
543,0,0,羊,摩羯座
544,0,0,鼠,水瓶座
545,16,1,兔,双鱼座
546,1,0,牛,天秤座
547,0,0,虎,天蝎座
548,0,0,龙,射手座
549,0,0,猴,水瓶座
550,0,0,猪,狮子座
551,0,0,鼠,天秤座
552,0,0,马,天蝎座
553,0,0,马,射手座
554,0,0,鸡,巨蟹座
555,16,1,鼠,白羊座
556,0,0,龙,水瓶座
557,0,0,羊,白羊座
558,0,0,狗,双子座
559,0,0,羊,金牛座
560,0,0,蛇,天蝎座
561,0,0,鼠,巨蟹座
562,1,0,龙,双鱼座
563,16,1,牛,狮子座
564,0,0,猴,摩羯座
565,1,0,鸡,天蝎座
566,16,1,猴,摩羯座
567,0,0,兔,射手座
568,16,1,鸡,水瓶座
569,0,0,鼠,金牛座
570,16,1,虎,双子座
571,16,1,兔,双子座
572,0,0,马,双鱼座
573,1,0,龙,水瓶座
574,0,0,羊,天蝎座
575,16,1,鼠,摩羯座
576,1,0,猴,处女座
577,0,0,虎,金牛座
578,0,0,牛,射手座
579,1,0,狗,摩羯座
580,16,1,鼠,处女座
581,0,0,鼠,处女座
582,0,0,狗,巨蟹座
583,0,0,狗,水瓶座
584,1,0,龙,天蝎座
585,0,0,牛,巨蟹座
586,16,1,兔,双鱼座
587,0,0,虎,摩羯座
588,0,0,羊,金牛座
589,0,0,狗,摩羯座
590,1,0,鸡,双鱼座
591,0,0,羊,水瓶座
592,1,0,鸡,狮子座
593,1,0,兔,水瓶座
594,0,0,蛇,水瓶座
595,0,0,龙,双鱼座
596,0,0,鸡,射手座
597,16,1,马,双鱼座
598,16,1,牛,处女座
599,0,0,虎,处女座
600,16,1,虎,双子座
601,16,1,狗,水瓶座
602,0,0,马,处女座
603,1,0,牛,射手座
604,0,0,蛇,处女座
605,0,0,牛,处女座
606,0,0,羊,双鱼座
607,0,0,蛇,白羊座
608,16,1,狗,射手座
609,0,0,羊,狮子座
610,1,0,虎,金牛座
611,0,0,牛,双鱼座
612,1,0,马,双子座
613,0,0,鸡,白羊座
614,0,0,猴,巨蟹座
615,0,0,鼠,射手座
616,1,0,猪,射手座
617,0,0,鸡,白羊座
618,0,0,牛,天秤座
619,1,0,龙,处女座
620,0,0,龙,天秤座
621,1,0,兔,水瓶座
622,1,0,蛇,白羊座
623,1,0,猴,天秤座
624,0,0,鸡,双鱼座
625,0,0,兔,金牛座
626,16,1,猴,天蝎座
627,0,0,鸡,双子座
628,1,0,猪,处女座
629,1,0,羊,狮子座
630,0,0,虎,双子座
631,1,0,虎,天秤座
632,16,1,羊,处女座
633,1,0,猴,白羊座
634,0,0,牛,狮子座
635,16,1,狗,射手座
636,16,1,马,双子座
637,0,0,鼠,双鱼座
638,1,0,鼠,狮子座
639,0,0,猪,天蝎座
640,16,1,猴,射手座
641,0,0,鼠,狮子座
642,1,0,蛇,狮子座
643,0,0,马,巨蟹座
644,16,1,羊,双子座
645,0,0,兔,处女座
646,0,0,蛇,巨蟹座
647,0,0,马,摩羯座
648,0,0,马,金牛座
649,0,0,龙,双鱼座
650,16,1,鼠,天秤座
651,0,0,马,射手座
652,16,1,狗,天蝎座
653,0,0,马,双鱼座
654,0,0,猴,射手座
655,0,0,兔,天秤座
656,0,0,龙,天蝎座
657,16,1,羊,巨蟹座
658,16,1,兔,金牛座
659,16,1,鼠,白羊座
660,1,0,兔,巨蟹座
661,0,0,猴,双鱼座
662,0,0,鼠,白羊座
663,0,0,鼠,金牛座
664,0,0,鼠,狮子座
665,4,2,羊,天秤座
666,0,0,马,双子座
667,16,1,龙,摩羯座
668,0,0,鸡,双子座
669,0,0,鼠,摩羯座
670,0,0,羊,巨蟹座
671,0,0,蛇,处女座
672,0,0,狗,天秤座
673,16,1,虎,天秤座
674,0,0,龙,双鱼座
675,0,0,龙,摩羯座
676,0,0,龙,金牛座
677,16,1,狗,双鱼座
678,1,0,马,巨蟹座
679,0,0,蛇,天秤座
680,0,0,兔,巨蟹座
681,0,0,蛇,天蝎座
682,0,0,牛,双子座
683,0,0,蛇,狮子座
684,1,0,鸡,水瓶座
685,0,0,兔,巨蟹座
686,16,1,鼠,天蝎座
687,1,0,鸡,金牛座
688,0,0,狗,天秤座
689,16,1,蛇,巨蟹座
690,0,0,蛇,巨蟹座
691,0,0,鸡,射手座
692,1,0,虎,白羊座
693,0,0,鼠,双鱼座
694,1,0,猪,巨蟹座
695,16,1,牛,天蝎座
696,0,0,猴,天秤座
697,0,0,牛,天蝎座
698,1,0,兔,双子座
699,0,0,兔,狮子座
700,0,0,狗,天秤座
701,0,0,猴,处女座
702,0,0,猪,白羊座
703,0,0,羊,白羊座
704,0,0,羊,巨蟹座
705,0,0,猴,巨蟹座
706,0,0,龙,金牛座
707,0,0,虎,射手座
708,0,0,龙,处女座
709,16,1,鸡,双鱼座
710,16,1,牛,双鱼座
711,16,1,蛇,双鱼座
712,16,1,鸡,双鱼座
713,0,0,马,金牛座
714,0,0,鼠,双鱼座
715,0,0,鼠,摩羯座
716,0,0,猪,双子座
717,0,0,虎,双鱼座
718,16,1,蛇,双鱼座
719,0,0,鸡,射手座
720,0,0,鸡,射手座
721,1,0,马,天秤座
722,0,0,马,双子座
723,16,1,鸡,双鱼座
724,0,0,马,双鱼座
725,0,0,羊,天秤座
726,2,0,牛,白羊座
727,0,0,兔,双鱼座
728,16,1,羊,狮子座
729,0,0,龙,白羊座
730,0,0,蛇,双子座
731,0,0,狗,天秤座
732,16,1,兔,摩羯座
733,0,0,牛,天蝎座
734,16,1,牛,双子座
735,0,0,羊,摩羯座
736,0,0,兔,白羊座
737,16,1,狗,摩羯座
738,0,0,鸡,狮子座
739,0,0,狗,天秤座
740,16,1,虎,射手座
741,0,0,虎,金牛座
742,0,0,牛,水瓶座
743,0,0,猴,巨蟹座
744,2,0,马,巨蟹座
745,16,1,兔,白羊座
746,0,0,猴,双鱼座
747,16,1,猴,双子座
748,0,0,鼠,摩羯座
749,0,0,鸡,白羊座
750,1,0,鸡,天秤座
751,0,0,虎,天秤座
752,0,0,猪,射手座
753,0,0,猴,射手座
754,1,0,龙,巨蟹座
755,0,0,猴,白羊座
756,0,0,虎,白羊座
757,0,0,兔,金牛座
758,1,0,虎,射手座
759,0,0,羊,金牛座
760,1,0,兔,水瓶座
761,1,0,马,水瓶座
762,0,0,猴,双鱼座
763,0,0,狗,双子座
764,0,0,虎,处女座
765,16,1,鼠,摩羯座
766,0,0,龙,射手座
767,0,0,羊,天蝎座
768,2,0,猴,水瓶座
769,1,0,羊,双鱼座
770,0,0,虎,水瓶座
771,0,0,虎,白羊座
772,0,0,牛,水瓶座
773,0,0,羊,双子座
774,0,0,猴,巨蟹座
775,0,0,兔,巨蟹座
776,0,0,羊,双鱼座
777,0,0,虎,白羊座
778,0,0,蛇,摩羯座
779,1,0,鼠,天蝎座
780,0,0,蛇,金牛座
781,16,1,鸡,射手座
782,0,0,蛇,射手座
783,0,0,猪,处女座
784,16,1,马,双鱼座
785,16,1,羊,双子座
786,0,0,羊,处女座
787,0,0,龙,水瓶座
788,1,0,羊,双子座
789,0,0,虎,狮子座
790,1,0,羊,巨蟹座
791,0,0,猴,金牛座
792,0,0,羊,射手座
793,16,1,龙,水瓶座
794,0,0,猴,天蝎座
795,0,0,兔,天秤座
796,16,1,鼠,巨蟹座
797,16,1,龙,狮子座
798,0,0,鸡,狮子座
799,0,0,牛,处女座
800,0,0,龙,双子座
801,0,0,虎,狮子座
802,1,0,猪,金牛座
803,0,0,虎,处女座
804,0,0,猴,双鱼座
805,0,0,狗,射手座
806,0,0,猴,天秤座
807,16,1,鸡,双鱼座
808,16,1,羊,水瓶座
809,0,0,牛,摩羯座
810,0,0,鼠,狮子座
811,16,1,虎,摩羯座
812,1,0,龙,白羊座
813,0,0,猪,射手座
814,0,0,羊,天秤座
815,1,0,狗,处女座
816,0,0,龙,巨蟹座
817,16,1,兔,摩羯座
818,0,0,牛,处女座
819,0,0,鼠,巨蟹座
820,0,0,牛,水瓶座
821,0,0,鼠,射手座
822,0,0,蛇,白羊座
823,0,0,虎,天秤座
824,0,0,鸡,金牛座
825,16,1,马,双子座
826,1,0,羊,金牛座
827,0,0,兔,摩羯座
828,0,0,龙,狮子座
829,1,0,猪,巨蟹座
830,0,0,羊,白羊座
831,16,1,鼠,天秤座
832,0,0,虎,巨蟹座
833,0,0,鸡,白羊座
834,0,0,龙,金牛座
835,0,0,马,白羊座
836,0,0,牛,水瓶座
837,1,0,狗,射手座
838,4,2,猴,射手座
839,0,0,狗,巨蟹座
840,1,0,马,巨蟹座
841,0,0,蛇,水瓶座
842,0,0,鼠,摩羯座
843,0,0,龙,射手座
844,0,0,马,狮子座
845,0,0,马,天秤座
846,1,0,狗,白羊座
847,0,0,虎,摩羯座
848,0,0,猴,天蝎座
849,12,1,马,摩羯座
850,1,0,马,摩羯座
851,0,0,马,白羊座
852,0,0,猴,狮子座
853,0,0,马,双子座
854,1,0,狗,天秤座
855,0,0,龙,巨蟹座
856,0,0,马,摩羯座
857,0,0,狗,水瓶座
858,0,0,鼠,金牛座
859,0,0,蛇,双子座
860,16,1,龙,处女座
861,6,2,马,射手座
862,0,0,龙,处女座
863,0,0,猴,金牛座
864,0,0,蛇,双鱼座
865,0,0,猪,白羊座
866,16,1,猪,金牛座
867,0,0,猴,摩羯座
868,0,0,马,射手座
869,0,0,牛,狮子座
870,16,1,猪,白羊座
871,0,0,蛇,天蝎座
872,0,0,兔,金牛座
873,5,2,虎,狮子座
874,16,1,狗,巨蟹座
875,1,0,兔,天蝎座
876,0,0,虎,天蝎座
877,0,0,羊,白羊座
878,16,1,牛,天蝎座
879,0,0,羊,巨蟹座
880,0,0,羊,巨蟹座
881,3,0,龙,水瓶座
882,0,0,马,金牛座
883,0,0,鸡,天秤座
884,0,0,蛇,双子座
885,16,1,猴,水瓶座
886,1,0,猴,天蝎座
887,1,0,马,巨蟹座
888,1,0,鸡,摩羯座
889,0,0,牛,摩羯座
890,0,0,猪,金牛座
891,1,0,龙,射手座
892,16,1,鸡,摩羯座
893,0,0,鸡,水瓶座
894,16,1,马,狮子座
895,0,0,猪,巨蟹座
896,16,1,羊,双子座
897,1,0,兔,白羊座
898,0,0,鸡,射手座
899,1,0,狗,双子座
900,0,0,龙,双鱼座
901,1,0,狗,天蝎座
902,0,0,牛,双鱼座
903,16,1,兔,射手座
904,0,0,牛,双子座
905,0,0,猪,处女座
906,0,0,蛇,摩羯座
907,5,2,猴,天秤座
908,0,0,蛇,天蝎座
909,0,0,羊,双鱼座
910,0,0,虎,射手座
911,0,0,牛,天蝎座
912,0,0,马,天蝎座
913,0,0,鸡,双子座
914,0,0,兔,狮子座
915,0,0,马,白羊座
916,1,0,虎,双鱼座
917,0,0,蛇,双子座
918,2,0,羊,金牛座
919,0,0,羊,巨蟹座
920,0,0,蛇,白羊座
921,1,0,羊,天秤座
922,0,0,马,天秤座
923,0,0,羊,双鱼座
924,0,0,龙,白羊座
925,0,0,马,天蝎座
926,0,0,马,摩羯座
927,16,1,龙,狮子座
928,0,0,马,金牛座
929,0,0,蛇,白羊座
930,0,0,马,天秤座
931,0,0,虎,双子座
932,0,0,蛇,水瓶座
933,0,0,猪,巨蟹座
934,0,0,蛇,金牛座
935,0,0,狗,金牛座
936,0,0,羊,白羊座
937,0,0,猴,双子座
938,0,0,牛,金牛座
939,0,0,鼠,双鱼座
940,1,0,狗,狮子座
941,0,0,狗,水瓶座
942,1,0,牛,双子座
943,1,0,羊,狮子座
944,1,0,虎,天秤座
945,1,0,兔,巨蟹座
946,0,0,羊,金牛座
947,1,0,虎,天秤座
948,0,0,兔,水瓶座
949,0,0,虎,摩羯座
950,0,0,羊,金牛座
951,0,0,羊,金牛座
952,1,0,马,双鱼座
953,0,0,鼠,金牛座
954,1,0,猴,处女座
955,0,0,鼠,水瓶座
956,0,0,马,处女座
957,0,0,兔,狮子座
958,0,0,鼠,处女座
959,16,1,猪,白羊座
960,0,0,猴,金牛座
961,16,1,狗,天秤座
962,0,0,猪,双鱼座
963,0,0,虎,双子座
964,0,0,猪,天秤座
965,1,0,鸡,天秤座
966,0,0,牛,射手座
967,0,0,蛇,双子座
968,0,0,虎,天秤座
969,0,0,鸡,双子座
